Timestamp;WEIGHT
2023-09-06 12:00:00;8510
2023-09-06 14:00:00;8870
2023-09-06 16:00:00;8880
2023-09-06 18:00:00;8890
2023-09-06 20:00:00;8900
2023-09-06 22:00:00;8900
2023-09-07 00:00:00;8890
2023-09-07 02:00:00;8890
2023-09-07 04:00:00;8890
2023-09-07 06:00:00;8900
2023-09-07 08:00:00;8900
2023-09-07 10:00:00;8890
2023-09-07 12:00:00;7960
2023-09-07 14:00:00;5720
2023-09-07 16:00:00;5250
2023-09-07 18:00:00;5260
2023-09-07 20:00:00;9110
2023-09-07 22:00:00;9110
2023-09-08 00:00:00;9110
2023-09-08 02:00:00;9110
2023-09-08 04:00:00;9110
2023-09-08 06:00:00;9110
2023-09-08 08:00:00;9110
2023-09-08 10:00:00;9100
2023-09-08 12:00:00;9100
2023-09-08 14:00:00;8420
2023-09-08 16:00:00;7770
2023-09-08 18:00:00;7780
2023-09-08 20:00:00;7780
2023-09-08 22:00:00;7780
2023-09-09 00:00:00;7780
2023-09-09 02:00:00;7780
2023-09-09 04:00:00;7780
2023-09-09 06:00:00;7780
2023-09-09 08:00:00;7780
2023-09-09 10:00:00;7780
2023-09-09 12:00:00;7780
2023-09-09 14:00:00;7770
2023-09-09 16:00:00;7770
2023-09-09 18:00:00;7770
2023-09-09 20:00:00;7770
2023-09-09 22:00:00;7770
2023-09-10 00:00:00;7770
2023-09-10 02:00:00;7770
2023-09-10 04:00:00;7770
2023-09-10 06:00:00;7780
2023-09-10 08:00:00;7780
2023-09-10 10:00:00;7770
2023-09-10 12:00:00;7760
2023-09-10 14:00:00;7750
2023-09-10 16:00:00;7760
2023-09-10 18:00:00;7760
2023-09-10 20:00:00;7760
2023-09-10 22:00:00;7770
2023-09-11 00:00:00;7770
2023-09-11 02:00:00;7770
2023-09-11 04:00:00;7770
2023-09-11 06:00:00;7770
2023-09-11 08:00:00;7770
2023-09-11 10:00:00;7650
2023-09-11 12:00:00;6450
2023-09-11 14:00:00;5790
2023-09-11 16:00:00;5230
2023-09-11 18:00:00;4420
2023-09-11 20:00:00;4420
2023-09-11 22:00:00;4420
2023-09-12 00:00:00;4420
2023-09-12 02:00:00;4430
2023-09-12 04:00:00;4430
2023-09-12 06:00:00;4430
2023-09-12 08:00:00;4430
2023-09-12 10:00:00;4420
2023-09-12 12:00:00;4290
2023-09-12 14:00:00;2460
2023-09-12 16:00:00;1310
2023-09-12 18:00:00;1320
2023-09-12 20:00:00;1330
2023-09-12 22:00:00;1330
2023-09-13 00:00:00;1330
2023-09-13 02:00:00;1330
2023-09-13 04:00:00;1330
2023-09-13 06:00:00;1330
2023-09-13 08:00:00;1330
2023-09-13 10:00:00;1200
2023-09-13 12:00:00;380
2023-09-13 14:00:00;380
2023-09-13 16:00:00;4500
2023-09-13 18:00:00;3650
2023-09-13 20:00:00;3650
2023-09-13 22:00:00;3660
2023-09-14 00:00:00;3660
2023-09-14 02:00:00;3660
2023-09-14 04:00:00;3660
2023-09-14 06:00:00;3660
2023-09-14 08:00:00;3660
2023-09-14 10:00:00;3600
2023-09-14 12:00:00;4590
2023-09-14 14:00:00;5810
2023-09-14 16:00:00;5820
2023-09-14 18:00:00;4750
2023-09-14 20:00:00;4760
2023-09-14 22:00:00;4760
2023-09-15 00:00:00;4760
2023-09-15 02:00:00;4760
2023-09-15 04:00:00;4760
2023-09-15 06:00:00;4760
2023-09-15 08:00:00;4760
2023-09-15 10:00:00;4620
2023-09-15 12:00:00;4150
2023-09-15 14:00:00;3680
2023-09-15 16:00:00;3670
2023-09-15 18:00:00;2580
2023-09-15 20:00:00;2570
2023-09-15 22:00:00;2570
2023-09-16 00:00:00;2570
2023-09-16 02:00:00;2570
2023-09-16 04:00:00;2570
2023-09-16 06:00:00;2570
2023-09-16 08:00:00;2570
2023-09-16 10:00:00;2570
2023-09-16 12:00:00;2550
2023-09-16 14:00:00;2550
2023-09-16 16:00:00;2550
2023-09-16 18:00:00;2560
2023-09-16 20:00:00;2560
2023-09-16 22:00:00;2570
2023-09-17 00:00:00;2570
2023-09-17 02:00:00;2570
2023-09-17 04:00:00;2570
2023-09-17 06:00:00;2570
2023-09-17 08:00:00;2570
2023-09-17 10:00:00;2570
2023-09-17 12:00:00;2550
2023-09-17 14:00:00;2540
2023-09-17 16:00:00;2550
2023-09-17 18:00:00;2550
2023-09-17 20:00:00;2560
2023-09-17 22:00:00;2560
2023-09-18 00:00:00;2560
2023-09-18 02:00:00;2560
2023-09-18 04:00:00;2570
2023-09-18 06:00:00;2570
2023-09-18 08:00:00;2560
2023-09-18 10:00:00;2560
2023-09-18 12:00:00;2290
2023-09-18 14:00:00;6650
2023-09-18 16:00:00;6660
2023-09-18 18:00:00;6660
2023-09-18 20:00:00;6670
2023-09-18 22:00:00;6670
2023-09-19 00:00:00;6670
2023-09-19 02:00:00;6670
2023-09-19 04:00:00;6670
2023-09-19 06:00:00;6670
2023-09-19 08:00:00;6670
2023-09-19 10:00:00;6660
2023-09-19 12:00:00;6180
2023-09-19 14:00:00;5440
2023-09-19 16:00:00;4630
2023-09-19 18:00:00;3780
2023-09-19 20:00:00;3780
2023-09-19 22:00:00;3780
2023-09-20 00:00:00;3780
2023-09-20 02:00:00;3790
2023-09-20 04:00:00;3790
2023-09-20 06:00:00;3790
2023-09-20 08:00:00;3790
2023-09-20 10:00:00;3770
2023-09-20 12:00:00;2990
2023-09-20 14:00:00;1950
2023-09-20 16:00:00;1720
2023-09-20 18:00:00;1160
2023-09-20 20:00:00;1160
2023-09-20 22:00:00;1160
2023-09-21 00:00:00;1160
2023-09-21 02:00:00;1160
2023-09-21 04:00:00;1160
2023-09-21 06:00:00;1160
2023-09-21 08:00:00;1160
2023-09-21 10:00:00;10000
2023-09-21 12:00:00;10000
2023-09-21 14:00:00;9660
2023-09-21 16:00:00;9160
2023-09-21 18:00:00;8400
2023-09-21 20:00:00;8390
2023-09-21 22:00:00;8390
2023-09-22 00:00:00;8390
2023-09-22 02:00:00;8390
2023-09-22 04:00:00;8390
2023-09-22 06:00:00;8390
2023-09-22 08:00:00;8390
2023-09-22 10:00:00;8380
2023-09-22 12:00:00;8290
2023-09-22 14:00:00;7270
2023-09-22 16:00:00;6930
2023-09-22 18:00:00;6490
2023-09-22 20:00:00;6430
2023-09-22 22:00:00;6380
2023-09-23 00:00:00;6380
2023-09-23 02:00:00;6380
2023-09-23 04:00:00;6380
2023-09-23 06:00:00;6380
2023-09-23 08:00:00;6380
2023-09-23 10:00:00;6380
2023-09-23 12:00:00;6370
2023-09-23 14:00:00;6370
2023-09-23 16:00:00;6370
2023-09-23 18:00:00;6370
2023-09-23 20:00:00;6370
2023-09-23 22:00:00;6370
2023-09-24 00:00:00;6370
2023-09-24 02:00:00;6370
2023-09-24 04:00:00;6370
2023-09-24 06:00:00;6370
2023-09-24 08:00:00;6370
2023-09-24 10:00:00;6370
2023-09-24 12:00:00;6370
2023-09-24 14:00:00;6370
2023-09-24 16:00:00;6370
2023-09-24 18:00:00;6370
2023-09-24 20:00:00;6370
2023-09-24 22:00:00;6370
2023-09-25 16:00:00;3350
2023-09-25 18:00:00;2500
2023-09-25 20:00:00;6520
2023-09-25 22:00:00;6520
2023-09-26 00:00:00;6520
2023-09-26 02:00:00;6520
2023-09-26 04:00:00;6520
2023-09-26 06:00:00;6520
2023-09-26 08:00:00;6520
2023-09-26 10:00:00;6230
2023-09-26 12:00:00;5690
2023-09-26 14:00:00;5210
2023-09-26 16:00:00;4690
2023-09-26 18:00:00;8020
2023-09-26 20:00:00;8030
2023-09-26 22:00:00;8030
2023-09-27 00:00:00;8030
2023-09-27 02:00:00;8030
2023-09-27 04:00:00;8030
2023-09-27 06:00:00;8030
2023-09-27 08:00:00;8030
2023-09-27 10:00:00;7950
2023-09-27 12:00:00;6760
2023-09-27 14:00:00;6280
2023-09-27 16:00:00;5860
2023-09-27 18:00:00;5180
2023-09-27 20:00:00;5160
